WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G60 8.11105835 8.13446666666667 8.78908335 8.50541665 8.18065 8.5985 8.38023333333333 8.53836665 7.90843333333333 8.77525 8.148 8.1909 8.45625665 8.3643 8.42252 7.859375 8.5401 8.0607 8.0383 8.51707 8.3017 8.10826666666667 8.7613 8.5105 8.4443 8.47911666666667 8.10201666 7.6892 8.10632 7.6043 8.4009 8.1806 8.6099333 8.2726 8.4272333 8.3283333 8.41355 8.15168335 8.08596666666667 8.11566 8.0657 8.4918 8.24508 8.23174834 8.3072 7.7984 8.3304667 8.6543667 7.8921 8.29778333333333 8.11358333333333 8.01116666666667 8.3206 9.0084 7.91311665 7.91311665 7.91311665 7.91311665 8.573275 8.573275 8.573275 8.573275 8.16997915 8.16997915 8.16997915 8.34491665 8.34491665 8.45585 8.27088335 8.4604 8.76295 8.26535 8.26535 8.26535 8.1841 8.1841 8.1152667 7.8405 7.8405 7.8405 8.8463 8.8463 8.4104 7.8178 7.8178 8.3046 8.3046 7.9156 8.2058 8.316 8.381 8.3384 8.0824 8.0824 7.6219 7.6219 9.4322 9.6502 9.5094 9.4356 9.4091 8.3457 8.3457 8.6859 8.059 8.059 8.3203 8.29416666666667 8.12866666666667 8.667 7.9857 8.35364443333333 8.98286666666667 8.2408667 8.2408667 8.2408667 7.6499 7.6499 7.6499 7.6289 7.6289 10.477 10.477 10.898 10.898 8.35326666666667 8.88376666666667 8.4 7.6032 9.0608 8.31476666666667 8.9725 8.7546 8.24285 8.4635 8.4634
G61 8.61386665 8.66391666666667 8.4142 8.406975 8.615325 9.1837 8.76175 8.42016665 8.49615 8.65948335 8.546675 8.9732 8.6586 8.6293 8.8545 8.932775 8.46906666666667 8.53488335 8.56725 8.810125 8.3176 8.33527776666667 8.69793335 8.6404 8.4596333 8.48695 8.54927 8.8433 8.66542 8.73425 8.1622 8.35015 8.545 8.57053333333333 8.6352 8.6603 8.5934 8.55441665 8.4678778 8.3688 8.59318 8.941 8.63466 8.69039 8.69035 8.8259 8.8682667 8.6901 8.75866666666667 8.65486666666667 8.73476666666667 8.66816666666667 8.53223333333333 8.1831 8.53708335 8.53708335 8.53708335 8.53708335 8.629375 8.629375 8.629375 8.629375 8.6009 8.6009 8.6009 8.23448335 8.23448335 8.567175 8.83273335 8.352975 8.6185667 8.9882 8.9882 8.9882 8.7707 8.7707 8.7717 9.00275 9.00275 9.00275 8.4054 8.4054 8.3182 8.1047 8.1047 8.0109 8.0109 8.286 8.5882 7.993 8.4923 8.2933 8.734 8.734 8.1512 8.1512 8.3742 8.4652 8.7087 8.4938 8.4753 8.3699 8.3699 8.716 8.5745 8.5745 8.8669 8.62343333333333 8.56726666666667 8.48292223333333 8.86575556666667 8.20654443333333 8.33873333333333 8.1025333 8.1025333 8.1025333 8.1444 8.1444 8.1444 8.4974 8.4974 8.4695 8.4695 8.2537 8.2537 7.86646666666667 8.49603333333333 8.64946666666667 8.79518 7.98073333333333 8.36936666666667 8.8098 8.56025 8.71035 8.6759 8.6118
G62 8.48439165 8.26586666666667 8.04785 8.14241665 8.1907 8.555 8.11435 8.35905835 8.2446 8.322875 8.294725 8.3343 8.50011335 8.4445 8.35548 8.3304 8.2125 7.99086665 8.29825 8.46533 7.92055 8.19916666666667 8.44371665 8.3496333 8.2890333 8.366 8.19255666 8.3814 8.37608 8.16965 7.7841 8.25155 8.2661333 8.1095 8.3249 8.2584667 8.36325 8.18208335 8.17764446666667 8.28304 8.34538 8.0182 8.32 8.31696666 8.166 8.419 8.4470667 8.4591 8.4279 8.32773333333333 8.39635 8.2001 8.33606666666667 8.54486666666667 8.2061 8.2061 8.2061 8.2061 8.176275 8.176275 8.176275 8.176275 8.24293335 8.24293335 8.24293335 8.3232 8.3232 7.9249 8.2912 7.85825 8.191 8.40015 8.40015 8.40015 8.4349 8.4349 8.5326333 8.131 8.131 8.131 8.2137 8.2137 7.709 8.3441 8.3441 8.5266 8.5266 8.4683 8.0521 7.8487 7.8976 8.3927 8.5587 8.5587 8.453 8.453 7.8439 7.9192 8.0831 8.0808 8.0479 8.264 8.264 8.3186 8.3313 8.3313 8.3234 8.15783333333333 8.2214 8.1647111 8.2895889 8.47613333333333 7.9253 8.1853 8.1853 8.1853 8.5073 8.5073 8.5073 8.5761 8.5761 8.6195 8.6195 8.5356 8.5356 8.21386666666667 8.06846666666667 8.05076666666667 8.5314 8.68306666666667 8.2142 8.2769 8.28235 8.29245 8.02165 7.9798
G63 10.272925 9.55548333333333 11.1785 9.81783335 9.36625 9.7937 10.6462333333333 9.40209165 9.27063333333333 9.23706665 10.190025 13.497 9.50299 12.911 10.54 11.929525 11.2830111 11.08028335 11.538 10.26681 11.136 10.6062444333333 10.93933335 11.0416667 11.903 11.3333333333333 11.16359334 11.642 11.40647334 11.0115 12.227 9.9624 11.6903333 11.5676666666667 11.889 12.097 11.67566665 10.83416665 9.29406666666667 11.35346 10.64446 10.776 11.2568 11.14008166 8.85415 11.445 10.3676667 10.747 9.21793333333333 8.95288333333333 9.1317 9.06683333333333 9.0734 9.80963333333333 10.41273335 10.41273335 10.41273335 10.41273335 11.77675 11.77675 11.77675 11.77675 9.8475 9.8475 9.8475 11.76633335 11.76633335 10.98105 10.5567 10.928 9.9885833 9.35495 9.35495 9.35495 9.60485 9.60485 9.2502 9.30705 9.30705 9.30705 13.33 13.33 12.567 10.858 10.858 10.423 10.423 11.468 11.954 13.154 10.844 12.08 10.731 10.731 11.588 11.588 10.874 10.935 10.812 11.166 10.862 8.9595 8.9595 9.0403 9.1507 9.1507 9.0052 9.1133 8.9853 10.0304111 11.1587777666667 9.8767111 11.195 9.8405667 9.8405667 9.8405667 13.148 13.148 13.148 12.998 12.998 13.138 13.138 11.995 11.995 12.0043333333333 11.0576666666667 9.15683333333333 9.50444 10.0957 9.12566666666667 11.43 12.3035 11.2085 10.986 11.7675
G64 8.91461665 8.55485 8.2842 8.4855 8.351675 8.2658 9.02621666666667 8.40705 8.59671666666667 8.903575 8.97595 8.1489 8.05142665 8.237 8.9146 8.3807 8.90443333333333 8.32423335 8.28645 8.220265 8.555575 8.35784443333333 8.57221665 8.5344333 8.5970333 8.55481666666667 8.25835334 9.2844 8.29277332 8.39355 7.9546 8.6524 8.2448333 8.4362 8.5536333 8.7696667 8.57166665 8.49168335 8.80776666666667 8.80736 8.15358 9.4991 8.72196 8.39667334 9.18095 8.4038 8.8385333 8.4398 8.41626666666667 8.79848333333333 8.34946666666667 8.3729 8.31756666666667 8.26236666666667 8.27143335 8.27143335 8.27143335 8.27143335 8.524175 8.524175 8.524175 8.524175 8.30167915 8.30167915 8.30167915 8.40478335 8.40478335 8.6464 8.56183335 8.205575 8.2745 8.42695 8.42695 8.42695 8.451 8.451 8.4832 8.2564 8.2564 8.2564 7.5914 7.5914 8.9733 8.6395 8.6395 9.1838 9.1838 8.5069 8.4353 9.216 8.1489 8.6118 8.2971 8.2971 8.2796 8.2796 7.8008 8.6321 8.313 7.9037 8.9278 8.1816 8.1816 8.446 9.4288 9.4288 9.2844 8.3805 8.3162 8.3389889 8.36237776666667 8.39467776666667 8.48543333333333 8.5247667 8.5247667 8.5247667 9.0613 9.0613 9.0613 9.6179 9.6179 8.0887 8.0887 8.4738 8.4738 8.81336666666667 8.7545 8.3793 8.76556 8.62986666666667 8.78836666666667 8.1341 8.45935 8.2451 8.3706 8.4758
G65 8.163675 7.91041666666667 8.7488 9.06844165 8.430425 7.784 8.79491666666667 7.2592 8.6118 8.73918335 8.704275 9.8323 8.45452 9.7399 7.93462 10.2023 9.70803333333333 7.56323335 8.33685 7.15733 8.9703 8.81 8.05508335 9.1632 9.3795667 8.6753 8.93919334 9.4979 8.73663332 9.7863 8.6092 7.6481 9.2218333 8.83373333333333 9.3513 9.4961 9.29921665 8.23145 9.1196 8.7725 9.34732 9.2418 9.21328 9.16909 9.35555 5.974 9.7854333 9.7738 9.16826666666667 9.34478333333333 9.31031666666667 9.40703333333333 9.184 9.45936666666667 10.13428335 10.13428335 10.13428335 10.13428335 7.5947 7.5947 7.5947 7.5947 8.85487915 8.85487915 8.85487915 9.98553335 9.98553335 10.0981 8.05645 8.919325 7.92501665 8.2089 8.2089 8.2089 8.49015 8.49015 9.2449667 9.4097 9.4097 9.4097 9.7898 9.7898 8.6535 9.5547 9.5547 7.869 7.869 8.7098 8.0645 8.1259 7.9662 9.0624 8.1005 8.1005 8.9858 8.9858 8.5573 8.4306 9.0022 8.7671 8.7405 8.7517 8.7517 9.13 9.4043 9.4043 9.23 9.3109 9.21096666666667 9.0256111 8.47914443333333 9.05897776666667 9.61746666666667 7.6666333 7.6666333 7.6666333 9.5134 9.5134 9.5134 9.6076 9.6076 9.7257 9.7257 9.4482 9.4482 8.97846666666667 8.95056666666667 9.08786666666667 8.77698 9.68116666666667 9.8324 9.4578 9.3934 10.02 9.09675 8.94565
G66 8.31765 8.87215 7.94451665 8.17608335 8.52575 11.146 8.31838333333333 8.58691665 8.82876666666667 8.4571 8.455625 9.0199 9.20084665 8.9147 8.41252 8.63265 8.4336 8.73701665 8.99435 8.47301 8.35955 8.29727776666667 8.77706665 8.5535667 8.4243 8.16746666666667 8.47124 8.6086 8.86837334 8.6763 7.6294 8.885 8.3248667 8.58756666666667 8.3345333 8.5509333 8.49298335 8.9161 8.74257776666667 8.64898 8.7327 8.7002 8.53292 8.886225 8.7009 7.9088 8.5352667 8.5233667 8.55 8.51301666666667 8.70561666666667 10.1304 9.89553333333333 9.41326666666667 8.67366665 8.67366665 8.67366665 8.67366665 8.26925 8.26925 8.26925 8.26925 8.2076 8.2076 8.2076 8.15208335 8.15208335 8.312875 8.7615 8.32755 8.6165 8.79505 8.79505 8.79505 8.7805 8.7805 8.7783333 8.02555 8.02555 8.02555 8.9086 8.9086 7.9662 8.3996 8.3996 8.7401 8.7401 8.8509 8.6502 9.2151 8.9082 9.3762 8.7963 8.7963 8.8835 8.8835 8.3695 8.4793 8.4177 8.605 8.3446 8.473 8.473 8.7213 8.7915 8.7915 8.6105 8.81263333333333 8.612 8.61777776666667 8.7245 9.16504443333333 7.87776666666667 8.1617333 8.1617333 8.1617333 8.8405 8.8405 8.8405 9.1261 9.1261 9.0542 9.0542 9.6939 9.6939 8.0314 8.6331 8.58683333333333 9.90724 8.16703333333333 8.58466666666667 8.7877 8.5537 8.5996 8.36615 8.4605
G67 7.60769165 8.0557 7.38853335 7.418475 7.594925 8.0654 7.80825 7.949325 7.8443 7.55045 7.9973 8.1643 7.89452665 8.0749 7.61042 8.22295 7.7507111 7.09576665 7.94255 7.45976 8.151825 8.02303333333333 7.86955 7.6831667 7.4639667 7.91291666666667 8.05039 7.879 7.82592666 7.65585 7.9345 7.70615 7.5837 7.77966666666667 7.6016667 7.5562333 7.70921665 7.8646 7.66675553333333 8.08914 7.86888 8.221 7.73632 7.82859334 7.63345 7.3201 7.5584667 7.624 7.4754 7.51456666666667 7.54658333333333 7.73256666666667 7.63923333333333 7.4781 7.88216665 7.88216665 7.88216665 7.88216665 7.355725 7.355725 7.355725 7.355725 7.6364 7.6364 7.6364 7.85751665 7.85751665 7.7841 7.87911665 6.882 7.77588335 7.80285 7.80285 7.80285 7.7052 7.7052 7.9270667 7.9825 7.9825 7.9825 8.1623 8.1623 7.5633 7.8143 7.8143 7.7725 7.7725 7.6398 8.3909 7.4646 8.229 7.5372 7.8147 7.8147 8.0133 8.0133 7.6765 7.7989 7.7087 7.5908 7.6485 7.6115 7.6115 7.5235 8.0389 8.0389 7.5567 7.98736666666667 7.78733333333333 7.4482 7.4002 7.63804443333333 7.60696666666667 8.4912333 8.4912333 8.4912333 8.1638 8.1638 8.1638 7.8867 7.8867 8.0663 8.0663 7.7473 7.7473 6.0385 7.65013333333333 7.66876666666667 7.61824 8.02793333333333 7.70293333333333 7.41845 7.6304 7.6231 7.57075 7.53345
G68 9.56525835 9.50838333333333 9.8074 10.03076665 9.6644 9.0813 9.57038333333333 8.862475 9.27888333333333 9.7484 9.23995 9.4628 9.58926 9.5466 9.2035 9.8069 9.26993333333333 9.5908 9.50235 9.15731 8.8853 9.41702223333333 9.26318335 9.6852 9.5736667 9.13993333333333 9.45163334 9.0022 9.29597334 9.65435 9.187 9.98875 9.6140667 9.8859 9.7047333 9.6889333 9.71531665 9.60143335 9.16755556666667 9.50218 9.24508 9.421 9.25486 9.65638834 9.7798 9.3087 9.8953 9.7537 9.4631 9.51671666666667 9.46091666666667 9.07566666666667 9.81316666666667 10.2489333333333 9.42151665 9.42151665 9.42151665 9.42151665 8.957425 8.957425 8.957425 8.957425 10.11981665 10.11981665 10.11981665 9.2995 9.2995 9.3098 9.39985 9.507 9.26918335 9.24395 9.24395 9.24395 9.2893 9.2893 9.4373333 9.172 9.172 9.172 9.9696 9.9696 8.8665 9.2609 9.2609 9.3479 9.3479 8.9845 9.4502 9.3964 9.342 9.4782 9.408 9.408 9.61 9.61 9.9214 10.076 10.196 10.179 9.9095 9.7985 9.7985 9.3187 9.5182 9.5182 9.1783 9.1593 9.09873333333333 9.4776889 9.1853 9.4823889 9.62413333333333 9.3891333 9.3891333 9.3891333 9.8264 9.8264 9.8264 9.6856 9.6856 10.342 10.342 10.058 10.058 9.44923333333333 9.82193333333333 9.53073333333333 9.38196 9.86956666666667 9.34593333333333 9.0923 9.4022 9.1566 9.6554 9.8829
G69 8.05803335 8.40318333333333 8.03915 9.3421 9.2261 8.2897 7.8454 7.596325 8.22715 7.88854165 7.54715 7.9414 8.54124 8.0757 7.49336 9.39525 7.9278889 8.54176665 7.9578 8.386425 7.328725 7.69893333333333 7.80346665 8.1396667 8.0730667 7.2801 7.72077666 8.2179 8.18479334 8.07035 6.7209 8.68485 8.7568333 9.2508 8.3744667 8.3349333 8.3059 8.42038335 8.29293333333333 7.93528 8.53584 8.5168 7.73636 8.07044 7.9272 9.2722 8.2817667 8.8826667 8.56333333333333 8.67328333333333 8.65796666666667 8.05033333333333 8.55016666666667 8.71803333333333 8.45823335 8.45823335 8.45823335 8.45823335 8.0245 8.0245 8.0245 8.0245 7.82179165 7.82179165 7.82179165 7.76701665 7.76701665 7.6843 7.61483335 7.95365 7.90756665 8.49675 8.49675 8.49675 8.17005 8.17005 8.4507667 7.49825 7.49825 7.49825 7.5894 7.5894 6.6397 7.293 7.293 7.5893 7.5893 7.6978 7.7324 8.3505 7.4391 8.875 7.9999 7.9999 7.9627 7.9627 8.0654 8.8288 8.4319 8.9464 8.201 8.0889 8.0889 10.009 9.2974 9.2974 9.7486 8.38416666666667 8.42643333333333 7.91643333333333 8.08533336666667 7.80397776666667 8.325 7.4579667 7.4579667 7.4579667 8.0521 8.0521 8.0521 8.165 8.165 7.4595 7.4595 7.751 7.751 7.4117 8.2772 7.9515 7.75336 6.98023333333333 8.85623333333333 8.9315 8.0482 7.61725 8.5789 8.87165
G70 7.75154165 7.66683333333333 7.30283335 7.57655 7.600775 7.7058 7.56668333333333 7.650525 7.63 7.5288 7.8562 7.7562 7.88235335 8.1477 7.97008 7.46205 7.6451 7.50676665 7.73855 8.013125 7.683325 7.63832223333333 7.50243335 7.5016 7.5164333 7.56926666666667 7.59885334 8.109 7.66374 7.6436 7.5593 7.9125 7.7781333 8.04786666666667 7.9103667 7.7008667 7.74115 8.4466 7.54988886666667 7.54798 7.72292 7.6815 7.76474 7.76827334 7.61535 7.4583 7.5566667 7.5336667 7.7872 7.4827 7.49306666666667 7.48856666666667 7.6987 7.78676666666667 7.47263335 7.47263335 7.47263335 7.47263335 7.5631 7.5631 7.5631 7.5631 7.5899375 7.5899375 7.5899375 7.47596665 7.47596665 7.586025 7.47 7.42845 7.49155 8.4637 8.4637 8.4637 7.3224 7.3224 7.8769333 8.06635 8.06635 8.06635 7.2621 7.2621 7.5773 7.5587 7.5587 7.6026 7.6026 8.3796 7.4547 7.8606 7.6027 7.5229 8.0166 8.0166 7.5786 7.5786 7.5473 7.589 7.6026 7.4215 7.3395 8.2156 8.2156 7.4024 7.9837 7.9837 8.0895 7.3442 7.6545 7.5952889 7.5958778 7.34564443333333 7.7315 7.5309667 7.5309667 7.5309667 7.1483 7.1483 7.1483 7.5247 7.5247 7.4025 7.4025 7.2256 7.2256 7.72126666666667 7.9016 7.21876666666667 7.73834 7.5599 7.54203333333333 7.51215 7.29185 8.2717 7.75775 7.373
G71 8.40321665 8.05868333333333 8.49211665 8.50380835 8.2287 8.1736 8.21485 8.04561665 8.2094 8.333325 8.388325 8.4092 8.44835335 8.5523 8.6742 8.221725 8.28476666666667 8.41926665 7.7443 8.23688 8.110925 8.46873333333333 7.95508335 8.2307 8.3208333 8.13981666666667 8.39340666 8.6138 8.17292666 8.494 8.1169 8.2218 8.1241 8.3553 8.2829 8.4850333 8.2697167 7.96358335 8.05525556666667 7.8363 8.31446 8.228 8.4091 8.24819334 8.3855 8.4204 8.4634667 8.2622667 8.1525 8.36753333333333 8.28478333333333 8.6228 8.1656 8.53056666666667 8.2573 8.2573 8.2573 8.2573 8.39455 8.39455 8.39455 8.39455 8.64300835 8.64300835 8.64300835 8.19056665 8.19056665 8.623325 7.78536665 8.329175 8.4041833 8.228 8.228 8.228 7.9423 7.9423 8.4277333 8.5147 8.5147 8.5147 7.9691 7.9691 8.659 7.6343 7.6343 7.8901 7.8901 7.5592 8.1294 8.5036 8.26 8.4286 7.582 7.582 7.7644 7.7644 8.6576 8.5639 8.6716 8.5349 8.7067 8.1139 8.1139 8.3372 8.1281 8.1281 8.2186 8.3376 8.34156666666667 8.11394443333333 8.2373111 7.98577776666667 8.42653333333333 8.1744 8.1744 8.1744 7.7074 7.7074 7.7074 7.872 7.872 7.7619 7.7619 8.105 8.105 7.86233333333333 8.5415 8.21273333333333 7.9655 8.66986666666667 8.47673333333333 8.5697 8.6881 8.1716 8.3676 8.6401
G72 8.36386665 8.51105 7.94288335 8.548775 8.553025 9.0594 7.90096666666667 8.13488335 8.14875 8.27671665 8.048675 8.1269 8.44093665 8.6388 8.4704 8.160175 8.4282111 8.4135 8.2838 8.020895 7.65185 7.98287776666667 8.18236665 8.4884667 8.2759667 7.84556666666667 8.19021334 8.4775 8.36850666 8.29885 7.5148 8.5958 8.203 8.47573333333333 8.2996667 8.4749333 8.2960667 8.27146665 7.99354443333333 8.27856 8.2973 8.3535 8.5386 8.44906666 8.69045 8.3294 8.6830667 8.2731 8.11376666666667 8.46416666666667 8.23428333333333 8.7042 8.72503333333333 9.0883 8.43026665 8.43026665 8.43026665 8.43026665 8.25645 8.25645 8.25645 8.25645 8.15175 8.15175 8.15175 8.13856665 8.13856665 8.498775 8.33123335 8.209025 8.3835 8.07455 8.07455 8.07455 8.2253 8.2253 8.3195667 7.5255 7.5255 7.5255 8.9313 8.9313 7.6864 8.4633 8.4633 8.309 8.309 8.2264 9.0909 8.9219 9.3186 9.2976 8.3801 8.3801 8.0275 8.0275 8.6261 8.4599 8.5802 8.4258 8.5216 7.9527 7.9527 8.44 8.3852 8.3852 8.3626 8.43123333333333 8.60153333333333 8.58733333333333 8.52027776666667 8.36575556666667 8.7601 7.9239 7.9239 7.9239 8.2452 8.2452 8.2452 8.5829 8.5829 8.7977 8.7977 8.6402 8.6402 7.75546666666667 8.39986666666667 8.3354 8.22608 8.95796666666667 8.5384 8.741 9.0019 8.4923 8.42335 8.46355
G73 9.75993335 9.54338333333333 10.1622 10.29833335 9.598175 9.9923 9.31446666666667 10.11185835 9.91085 10.021 9.40015 9.7016 9.88745335 10.041 9.86028 10.000575 9.55993333333333 9.24435 8.64675 9.90839 8.652875 9.8932889 9.33633335 9.2842333 9.3954 8.90965 10.12255334 10.162 9.30358666 9.37465 8.715 9.4052 9.1981 9.05283333333333 9.2714 9.4538333 9.381 9.62591665 9.47614446666667 8.62206 10.03512 9.8639 9.87638 9.66774166 9.378 10.35 9.691 9.1865 10.0425 10.5596333333333 10.9377333333333 10.759 11.0332333333333 10.8943333333333 9.64866665 9.64866665 9.64866665 9.64866665 9.708075 9.708075 9.708075 9.708075 9.09765835 9.09765835 9.09765835 9.13468335 9.13468335 9.9496 8.58318335 9.87445 10.4145 9.16665 9.16665 9.16665 11.0465 11.0465 9.5969333 9.30445 9.30445 9.30445 9.7707 9.7707 8.847 9.0686 9.0686 7.9833 7.9833 8.5839 10.029 11.037 10.42 11.076 8.2714 8.2714 8.1791 8.1791 9.3365 9.105 9.4512 9.2013 9.2919 11.813 11.813 10.409 10.082 10.082 10.097 9.80743333333333 12.1293333333333 10.9991555666667 10.4495333333333 10.8373333333333 10.1658 8.5098667 8.5098667 8.5098667 9.804 9.804 9.804 9.583 9.583 10.727 10.727 10.381 10.381 11.05 9.26656666666667 9.7178 10.8476 11.221 11.203 10.2615 9.87305 9.53885 9.26885 10.44015
G74 9.337075 8.681 9.09605 9.09161665 8.720825 8.2769 8.72488333333333 8.65684165 8.6679 9.007875 8.558175 9.195 8.62892 9.1754 8.75368 8.633275 8.7194111 8.7325 8.0491 9.82115 8.8737 8.98054443333333 7.84316665 9.1287 9.0189333 9.2798 8.85908666 9.419 8.87696 9.4407 8.3578 9.0428 8.8769 9.0331 8.9654 9.153 9.06923335 8.2183 8.8183222 8.34512 9.24224 9.1321 9.16556 8.60869834 9.05815 9.8163 9.2342 9.1811667 8.6777 8.85913333333333 8.90948333333333 8.76996666666667 8.2903 8.25906666666667 9.2938 9.2938 9.2938 9.2938 9.185925 9.185925 9.185925 9.185925 8.8516875 8.8516875 8.8516875 8.87046665 8.87046665 9.171325 7.9942 8.5148 9.1637167 8.4584 8.4584 8.4584 8.439 8.439 8.6781333 8.89215 8.89215 8.89215 8.8151 8.8151 8.445 8.8569 8.8569 7.8024 7.8024 8.1878 7.8328 8.5711 8.2212 9.0933 7.8915 7.8915 7.8901 7.8901 9.2326 8.8706 9.0986 8.9868 9.2437 8.7234 8.7234 9.0441 9.0061 9.0061 8.8278 8.98546666666667 9.1234 8.8627889 9.14982223333333 8.59636666666667 9.29196666666667 8.5284 8.5284 8.5284 8.7236 8.7236 8.7236 8.6968 8.6968 9.012 9.012 8.9995 8.9995 8.36676666666667 9.0492 8.8157 8.1474 8.4256 8.70063333333333 9.0421 9.2181 9.35585 9.316 9.20475
G75 6.76375 6.68186666666667 6.69585 6.59290835 6.3224 6.377 7.19758333333333 7.519375 6.73626666666667 6.69354165 7.18565 6.522 6.43713665 6.5303 6.3998 6.73695 6.82293333333333 6.44425 6.98085 6.727045 7.207075 6.77083333333333 7.2053 6.3908333 6.4422 7.0062 6.83025 6.5043 6.75696668 6.3348 7.4598 6.31915 6.4349 6.3633 6.4012 6.4752667 6.4690167 6.83915 6.5629111 6.7466 6.65702 6.6471 6.55542 6.73682666 6.41285 6.484 6.5320667 6.4157667 6.8133 6.58375 6.57076666666667 6.44233333333333 6.4205 6.0928 6.46906665 6.46906665 6.46906665 6.46906665 6.67555 6.67555 6.67555 6.67555 6.77451665 6.77451665 6.77451665 6.85528335 6.85528335 6.851975 7.10003335 7.294125 6.57953335 6.3396 6.3396 6.3396 6.47485 6.47485 6.7427 8.071 8.071 8.071 6.6163 6.6163 7.0276 6.6168 6.6168 6.8924 6.8924 6.8269 5.6102 4.4859 5.1608 5.3306 7.1711 7.1711 6.9264 6.9264 6.4421 6.3264 6.2353 6.2509 6.2913 6.623 6.623 6.4042 6.5125 6.5125 6.4895 6.73803333333333 6.63546666666667 6.40655556666667 6.42712223333333 6.42527776666667 6.74806666666667 7.5914667 7.5914667 7.5914667 6.7996 6.7996 6.7996 6.7063 6.7063 6.6675 6.6675 6.7721 6.7721 7.35396666666667 6.34986666666667 7.06883333333333 6.98796 6.467 6.39523333333333 6.57995 6.51235 6.81035 6.41025 6.27815
G76 7.98355835 8.15891666666667 10.0329 7.93688335 7.9428 7.921 9.70786666666667 8.17339165 8.24943333333333 8.01663335 8.44415 8.3809 8.35264 8.5962 8.02878 7.880125 8.40127776666667 8.36366665 8.57655 8.17659 8.065125 8.14083333333333 8.33406665 8.4798667 8.3324667 8.34158333333333 8.28419334 8.2369 9.95910666 11.409 8.1545 7.79715 8.4537667 8.64613333333333 8.5248667 8.6135667 8.4564167 8.55428335 8.0593889 8.4768 8.09934 7.9282 10.80824 8.44572666 14.433 8.2714 8.5907 8.6436 8.15586666666667 8.34283333333333 8.41443333333333 8.26423333333333 8.0074 7.9191 8.36605 8.36605 8.36605 8.36605 8.2961 8.2961 8.2961 8.2961 8.50355415 8.50355415 8.50355415 8.365 8.365 8.473625 8.41388335 8.1112 8.08066665 8.3699 8.3699 8.3699 8.2965 8.2965 8.3879 5.54415 5.54415 5.54415 8.3859 8.3859 8.1959 8.1009 8.1009 8.7682 8.7682 8.9613 8.2973 7.8298 7.9014 8.5257 8.6348 8.6348 8.707 8.707 8.1788 8.1046 8.2991 8.1356 8.2487 8.2085 8.2085 8.1706 8.2196 8.2196 8.3751 8.62003333333333 8.56693333333333 8.2024 8.16941113333333 7.9813889 7.60173333333333 14.647 14.647 14.647 8.5037 8.5037 8.5037 8.4895 8.4895 7.8803 7.8803 7.9731 7.9731 13.246 8.19586666666667 8.22933333333333 8.15848 7.67196666666667 8.0909 8.1879 8.50515 8.26325 8.354 8.58565
